codice,titolo,autore,editore,editore_norm,anno,genere,tipologia,copie_ragionieri,collocazioni,inventari,prestito,criteri,descrizione,url
SES00057936,Paperinik / Disney,"Disney, Walt",,,2009,,Monografia moderna,1,F|741.597|3|DIS,bp46980,Ammesso al prestito,soggetto:Fumetti,"Disney, Walt. Paperinik / Disney. - Milano : Corriere della sera ; La Gazzetta dello Sport, c2009. 192 p. : ill.. ( I mitici Disney )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00057936
TWTVP00008442,Paperinik / Disney,"Disney, Walt",,,2003,,Monografia moderna,1,F|CLA|31,bp63897,Ammesso al prestito,dewey:741.5,"Disney, Walt. Paperinik / Disney. - Roma : Gruppo editoriale L'Espresso, c2003. 271 p. : ill. ; 21 cm. ( I classici del fumetto di Repubblica )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/TWTVP00008442
SES00057937,Paperino / Disney,"Disney, Walt",,,2003,,Monografia moderna,1,F|CLA|4,bp63906,Ammesso al prestito,soggetto:Fumetti,"Disney, Walt. Paperino / Disney. - [S.l.] : La Repubblica, c2003. 272 p. : ill.. ( I * Classici del fumetto di Repubblica )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00057937
RAV1975196,Paperino e il canto di Natale ; e Canto di Natale ; Il ritratto di zio Paperone / [a cura di Gianni Bono],Disney <The Walt Disney Company Italia>,Corriere della sera,Corriere della sera,2012,Letteratura per Ragazzi,Monografia moderna,1,F|JUN|DIS,bp79055,Ammesso al prestito,dewey:741.5,"Disney <The Walt Disney Company Italia>. Paperino e il canto di Natale ; e Canto di Natale ; Il ritratto di zio Paperone / [a cura di Gianni Bono]. - [Milano] : Corriere della sera, 2012. 191 p. : fumetti ; 24 cm. ( I classici della letteratura Disney )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/RAV1975196
SES00057939,Paperino e il sentiero dell'unicorno... e altre storie / Disney,"Disney, Walt",,,2008,,Monografia moderna,1,F|DIS,bp47146,Ammesso al prestito,soggetto:Fumetti,"Disney, Walt. Paperino e il sentiero dell'unicorno... e altre storie / Disney. - Milano : Corriere della sera, c2008. 192 p. : ill.. ( La grande dinastia dei paperi )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00057939
RAV2177083,Pardalita : storia di un incontro / Joana Estrela ; traduzione di Serena Tardioli,"Estrela, Joana",Il Castoro,Il Castoro,2023,Letteratura per Ragazzi ; Vignette o Fumetti,Monografia moderna,1,F|JUN|EST,bp88877,Ammesso al prestito,"genere:Vignette o Fumetti, soggetto:Fumetti","Estrela, Joana. Pardalita : storia di un incontro / Joana Estrela ; traduzione di Serena Tardioli. - Milano : Il Castoro, 2023. 1 volume (senza paginazione) : fumetti ; 24 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/RAV2177083
UBO4492366,Parle-moi d'amour : vite esemplari di grandi libertine / Vanna Vinci,"Vinci, Vanna",Feltrinelli,Feltrinelli,2020,Vignette o Fumetti,Monografia moderna,1,F|VIN,bp79272,Ammesso al prestito,"genere:Vignette o Fumetti, soggetto:Fumetti","Vinci, Vanna. Parle-moi d'amour : vite esemplari di grandi libertine / Vanna Vinci. - Milano : Feltrinelli, 2020. 1 volume (senza paginazione) : fumetti ; 26 cm. ( Comics )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4492366
SES00058402,"Partita chiusa! / Gianluigi Bonelli, Aurelio Galleppini","Bonelli, Sergio <1932-2011>",,,2007,,Monografia moderna,1,F|TEX|17,bp43240,Ammesso al prestito,soggetto:Fumetti,"Bonelli, Sergio <1932-2011>. Partita chiusa! / Gianluigi Bonelli, Aurelio Galleppini. - Roma : Gruppo Editoriale L'Espresso, c2007. 302 p. : ill.. ( I fumetti di Repubblica. L'Espresso , Tex : collezione storica a colori )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00058402
RAV0297948,"Paz : scritti, disegni, fumetti / Andrea Pazienza ; a cura di Vincenzo Mollica ; con un racconto di Stefano Benni","Pazienza, Andrea",Einaudi,Einaudi,1997,Vignette o Fumetti,Monografia moderna,1,F|PAZ,bc36520,Ammesso al prestito,genere:Vignette o Fumetti,"Pazienza, Andrea. Paz : scritti, disegni, fumetti / Andrea Pazienza ; a cura di Vincenzo Mollica ; con un racconto di Stefano Benni. - Torino : Einaudi, [1997]. 207 p. : in gran parte ill. ; 21 cm. ( Einaudi tascabili )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/RAV0297948
LO11414428,Pazeroticus / Andrea Pazienza,"Pazienza, Andrea",Fandango,Fandango,2012,,Monografia moderna,1,741.594|5|PAZ,bp59013,Ammesso al prestito,dewey:741.5,"Pazienza, Andrea. Pazeroticus / Andrea Pazienza. - Roma : Fandango, 2012. 53 p. : ill. ; 24x24 cm..",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/LO11414428
SES00058925,Peanuts / Charles M.Schulz,"Schulz, Charles M",,,2003,,Monografia moderna,1,F|CLA|6,bp30415,Ammesso al prestito,soggetto:Fumetti,"Schulz, Charles M.. Peanuts / Charles M.Schulz. - [S.l.] : La Repubblica, c2003. 271 p. : ill.. ( I * Classici del fumetto di Repubblica )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00058925
SES00058926,Peanuts / Charles M.Schulz,"Schulz, Charles M",,,1984,,Monografia moderna,1,F|PEA,bc21258,Ammesso al prestito,soggetto:Fumetti,"Schulz, Charles M.. Peanuts / Charles M.Schulz. - [S.l.] : Milano libri, 1984. - 1. ed. 126 p. : ill..",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00058926
VIA0450052,"Pelle d'uomo / Hubert, Zanzim",Hubert [1971-2020],,,2021,Vignette o Fumetti,Monografia moderna,1,F|HUB,bp80466,Ammesso al prestito,"genere:Vignette o Fumetti, soggetto:Graphic novel","Hubert [1971-2020]. Pelle d'uomo / Hubert, Zanzim. - Milano : Bao, ©2021. 159 p. : fumetti ; 29 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/VIA0450052
SES00059338,Per davvero / Thierry Jonquet & Jean-Christophe Chauzy,"Jonquet, Thierry",,,2007,,Monografia moderna,1,F|JON,bc52807,Ammesso al prestito,soggetto:Fumetti,"Jonquet, Thierry. Per davvero / Thierry Jonquet & Jean-Christophe Chauzy. - [S.l.] : Q Press, c2007. 94 p. : ill.. ( Oltrenero )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00059338
MOD1705644,"Per sempre / Assia Petricelli, Sergio Riccardi","Petricelli, Assia",Tunué,Tunué,2020,Letteratura per Ragazzi ; Vignette o Fumetti,Monografia moderna,2,F|PET; Libernauta 2022,bp82129; bp82130,Ammesso al prestito; Ammesso solo al prestito locale,"genere:Vignette o Fumetti, soggetto:Fumetti, dewey:741.5","Petricelli, Assia. Per sempre / Assia Petricelli, Sergio Riccardi. - Latina : Tunué, 2020. 153 p. : fumetti ; 25 cm. ( Ariel )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/MOD1705644
RAV2137124,Periferica : storie ai margini / Lorenzo Mattotti,"Mattotti, Lorenzo",Rizzoli Lizard,Rizzoli Lizard,2021,Vignette o Fumetti,Monografia moderna,1,F|MAT,bp81107,Ammesso al prestito,genere:Vignette o Fumetti,"Mattotti, Lorenzo. Periferica : storie ai margini / Lorenzo Mattotti. - Milano : Rizzoli Lizard, 2021. 363 p. : fumetti color. ; 27 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/RAV2137124
SES00059794,Persepolis / Marjane Satrapi,"Satrapi, Marjane",,,2003,,Monografia moderna,1,F|JUN|SAT,bc48723,Ammesso al prestito,soggetto:Fumetti,"Satrapi, Marjane. Persepolis / Marjane Satrapi. - Milano : Sperling & Kupfer, c2003. - 4. ed. VI, 153 p. : ill.. ( Diritti & rovesci )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00059794
SES00059795,Persepolis : storia di un'infanzia / Marjane Satrapi,"Satrapi, Marjane",,,2005,,Monografia moderna,1,F|CLA|37,bp36175,Ammesso al prestito,soggetto:Fumetti,"Satrapi, Marjane. Persepolis : storia di un'infanzia / Marjane Satrapi. - Roma : Gruppo Editoriale L'Espresso ; La Repubblica, c2005. 351 p. : ill.. ( I Classici del fumetto di Repubblica . Serie oro )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00059795
IMP00021071,Pertini / [Andrea Pazienza],"Pazienza, Andrea",Baldini & Castoldi,Baldini & Castoldi,1998,,Monografia moderna,1,F|PAZ,bc40801,Ammesso al prestito,soggetto:Fumetti,"Pazienza, Andrea. Pertini / [Andrea Pazienza]. - Milano : Baldini & Castoldi, 1998. 143 p. : ill. ; 34 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/IMP00021071
MOD1640338,"Pertini fra le nuvole / Elettra Stamboulis, Gianluca Costantini","Stamboulis, Elettra",BeccoGiallo,BeccoGiallo,2014,Vignette o Fumetti,Monografia moderna,1,F|STA,bp68306,Ammesso al prestito,"genere:Vignette o Fumetti, dewey:741.5","Stamboulis, Elettra. Pertini fra le nuvole / Elettra Stamboulis, Gianluca Costantini. - [Padova] : BeccoGiallo, 2014. 143 p. : fumetti ; 21 cm.. ( Biografie )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/MOD1640338
BVE0754761,"Pesi massimi : storie di sport, razzismi, sfide / Federico Appel","Appel, Federico",Sinnos,Sinnos,2017,Letteratura per Ragazzi ; Vignette o Fumetti,Monografia moderna,2,F|JUN|APP; G|JUN|APP,bp74933; bp75300,Ammesso al prestito,"genere:Vignette o Fumetti, soggetto:Fumetti, dewey:741.5","Appel, Federico. Pesi massimi : storie di sport, razzismi, sfide / Federico Appel. - Roma : Sinnos, 2017. - 2. ed. 105 p. : fumetti ; 24 cm. ( Leggimi! Graphic )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/BVE0754761
SES00060024,Phantom stalker woman / Minetaro Mochizuki,"Mochizuki, Minetaro",Star comics,Star Comics,2002,,Monografia moderna,1,FT|741.595|2|PHA,bc53638,Ammesso al prestito,soggetto:Fumetti,"Mochizuki, Minetaro. Phantom stalker woman / Minetaro Mochizuki. - Perugia : Star comics, 2002. 224 p. : in gran parte ill.. ( Point break )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00060024
RT10195087,"Piccola strega dal cuore grande / Serge Bloch, Nicolas Hubesch ; traduzione di Eleonora Armaroli","Bloch, Serge",Terre di mezzo,Terre di mezzo,2024,Letteratura per Ragazzi ; Vignette o Fumetti,Monografia moderna,1,R|AZZ|BLO,bp89828,Ammesso al prestito,genere:Vignette o Fumetti,"Bloch, Serge. Piccola strega dal cuore grande / Serge Bloch, Nicolas Hubesch ; traduzione di Eleonora Armaroli. - Milano : Terre di mezzo, 2024. 1 volume (senza paginazione) : ill. ; 22 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/RT10195087
SES00060686,Pico De Paperis / Disney,"Disney, Walt",,,2009,,Monografia moderna,1,F|JUN|DIS,bp48720,Ammesso al prestito,soggetto:Fumetti,"Disney, Walt. Pico De Paperis / Disney. - Milano : Corriere della sera ; La Gazzetta dello Sport, c2009. 192 p. : ill.. ( I mitici Disney )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00060686
PCM0038497,Piero Manzoni BACGLSP : basta a ciascun giorno la sua pena / Paolo Bacilieri,"Bacilieri, Paolo [1965- ]",Coconino Press,Coconino Press,2023,Vignette o Fumetti,Monografia moderna,1,F|BAC,bp89544,Ammesso al prestito,genere:Vignette o Fumetti,"Bacilieri, Paolo [1965- ]. Piero Manzoni BACGLSP : basta a ciascun giorno la sua pena / Paolo Bacilieri. - Roma : Coconino Press, 2023. 203 p. : fumetti ; 24 cm. ( Coconino cult )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/PCM0038497
UBO4070335,Pil / Mari Yamazaki ; traduzione di Vincenzo Filosa,"Yamazaki, Mari",Rizzoli Lizard,Rizzoli Lizard,2014,Letteratura per Ragazzi,Monografia moderna,1,FT|741.595|2|PIL,bc60745,Ammesso al prestito,dewey:741.5,"Yamazaki, Mari. Pil / Mari Yamazaki ; traduzione di Vincenzo Filosa. - Milano : Rizzoli Lizard, 2014. 190 p. : fumetti ; 24 cm..",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4070335
SES00060927,Pillole blu / Frederik Peeters,"Peeters, Frederik",,,2004,,Monografia moderna,1,F|PEE,bp35814,Ammesso al prestito,soggetto:Fumetti,"Peeters, Frederik. Pillole blu / Frederik Peeters. - Bologna : Kappa, c2004. 1 vol. : ill.. ( Mondo naif )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00060927
RAV0672029,Pingo : i veri amici / Tony Wolf ; testi Elisa Puricelli Guerra,"Wolf, Tony",,,1999,Letteratura per Ragazzi,Monografia moderna,1,Stampatello R|VER|WOL,bp44259,Ammesso al prestito,dewey:741.5,"Wolf, Tony. Pingo : i veri amici / Tony Wolf ; testi Elisa Puricelli Guerra. - Milano : Dami, c1999. 1 v. : ill. ; 25 cm..",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/RAV0672029
BVE0885575,Pinocchio / Winshluss ; [colori Cizo],Winshluss,Comicon,Comicon,2020,Vignette o Fumetti,Monografia moderna,1,FP|R|WIN,bp81742,Ammesso al prestito,"genere:Vignette o Fumetti, soggetto:Fumetti, dewey:741.5","Winshluss. Pinocchio / Winshluss ; [colori Cizo]. - Napoli : Comicon, 2020. 210 p. : fumetti ; 27 cm. ( I fondamentali )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/BVE0885575
TO01146257,Pinocchio e altre fiabe classiche Disney da Biancaneve alla Spada nella Roccia / [Walt Disney],"Disney, Walt",Mondadori,Mondadori,2002,Letteratura per Ragazzi,Monografia moderna,1,FP|R|DIS,bp60257,Ammesso al prestito,soggetto:Fumetti,"Disney, Walt. Pinocchio e altre fiabe classiche Disney da Biancaneve alla Spada nella Roccia / [Walt Disney]. - Milano : Mondadori, 2002. 332 p. : in gran parte ill. ; 23 cm. ( Supermiti )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/TO01146257
URB0907786,Pioggia di primavera / Paolina Baruchello ; disegni di Andrea Rivola,"Baruchello, Paolina",Sinnos,Sinnos,2015,Letteratura per Ragazzi,Monografia moderna,1,F|BAR,bp67525,Ammesso al prestito,soggetto:Fumetti,"Baruchello, Paolina. Pioggia di primavera / Paolina Baruchello ; disegni di Andrea Rivola. - Roma : Sinnos, 2015. 63 p. : fumetti ; 30 cm. ( Leggimi! Graphic )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/URB0907786
SES00061090,Pippo / Disney,"Disney, Walt",,,2003,,Monografia moderna,1,F|CLA|42,bp30794,Ammesso al prestito,soggetto:Fumetti,"Disney, Walt. Pippo / Disney. - [S.l.] : La Repubblica, c2003. 271 p. : ill.. ( I * Classici del fumetto di Repubblica )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00061090
SES00061091,Pippo / Disney,"Disney, Walt",,,2009,,Monografia moderna,1,F|JUN|DIS,bp46828,Ammesso al prestito,soggetto:Fumetti,"Disney, Walt. Pippo / Disney. - Milano : Corriere della sera ; La Gazzetta dello Sport, c2009. 192 p. : ill.. ( I mitici Disney )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00061091
UBO4297977,Planet Hulk / [Grek Pak ... et al.],,Panini Comics,Panini Comics,2017,Vignette o Fumetti,Monografia moderna,1,F|HUL,bp71721,Ammesso al prestito,genere:Vignette o Fumetti,"Planet Hulk / [Grek Pak ... et al.]. - Modena : Panini Comics, 2017. 1 volume (senza paginazione) : fumetti ; 27 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4297977
SES00061484,Pluto / Disney,"Disney, Walt",,,2009,,Monografia moderna,1,F|JUN|DIS,bp47681,Ammesso al prestito,soggetto:Fumetti,"Disney, Walt. Pluto / Disney. - Milano : Corriere della sera ; La Gazzetta dello Sport, c2009. 192 p. : ill.. ( I mitici Disney )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00061484
E200100408852,"Pluto. 1 : Urasawa x Tezuka / Naoki Urasawa, Osamu Tezuka ; coautore Takashi Nagasaki","Urasawa, Naoki",Planet Manga,Planet Manga,2009,,Monografia moderna,1,FT|741.595|2|PLU,bc56630,Ammesso al prestito,soggetto:Fumetti,"Urasawa, Naoki. Pluto. 1 : Urasawa x Tezuka / Naoki Urasawa, Osamu Tezuka ; coautore Takashi Nagasaki. - Modena : Planet Manga, 2009. 1 v. : in gran parte ill. ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/E200100408852
E200100408863,"Pluto. 2 : Urasawa x Tezuka / Naoki Urasawa, Osamu Tezuka ; coautore Takashi Nagasaki","Urasawa, Naoki",Planet Manga,Planet Manga,2010,,Monografia moderna,1,FT|741.595|2|PLU,bc56631,Ammesso al prestito,soggetto:Fumetti,"Urasawa, Naoki. Pluto. 2 : Urasawa x Tezuka / Naoki Urasawa, Osamu Tezuka ; coautore Takashi Nagasaki. - Modena : Planet Manga, 2010. 1 v. : in gran parte ill. ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/E200100408863
E200100408870,"Pluto. 3 : Urasawa x Tezuka / Naoki Urasawa, Osamu Tezuka ; coautore Takashi Nagasaki","Urasawa, Naoki",Planet Manga,Planet Manga,2010,,Monografia moderna,1,FT|741.595|2|PLU,bc56632,Ammesso al prestito,soggetto:Fumetti,"Urasawa, Naoki. Pluto. 3 : Urasawa x Tezuka / Naoki Urasawa, Osamu Tezuka ; coautore Takashi Nagasaki. - Modena : Planet Manga, 2010. 1 v. : in gran parte ill. ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/E200100408870
E200100408872,"Pluto. 4 : Urasawa x Tezuka / Naoki Urasawa, Osamu Tezuka ; coautore Takashi Nagasaki","Urasawa, Naoki",Planet Manga,Planet Manga,2010,,Monografia moderna,1,FT|741.595|2|PLU,bc56633,Ammesso al prestito,soggetto:Fumetti,"Urasawa, Naoki. Pluto. 4 : Urasawa x Tezuka / Naoki Urasawa, Osamu Tezuka ; coautore Takashi Nagasaki. - Modena : Planet Manga, 2010. 1 v. : in gran parte ill. ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/E200100408872
E200100408873,"Pluto. 5 : Urasawa x Tezuka / Naoki Urasawa, Osamu Tezuka ; coautore Takashi Nagasaki","Urasawa, Naoki",Planet Manga,Planet Manga,2010,,Monografia moderna,1,FT|741.595|2|PLU,bc56634,Ammesso al prestito,soggetto:Fumetti,"Urasawa, Naoki. Pluto. 5 : Urasawa x Tezuka / Naoki Urasawa, Osamu Tezuka ; coautore Takashi Nagasaki. - Modena : Planet Manga, 2010. 1 v. : in gran parte ill. ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/E200100408873
E200100408875,"Pluto. 6 : Urasawa x Tezuka / Naoki Urasawa, Osamu Tezuka ; coautore Takashi Nagasaki","Urasawa, Naoki",Planet Manga,Planet Manga,2010,,Monografia moderna,1,FT|741.595|2|PLU,bc56628,Ammesso al prestito,soggetto:Fumetti,"Urasawa, Naoki. Pluto. 6 : Urasawa x Tezuka / Naoki Urasawa, Osamu Tezuka ; coautore Takashi Nagasaki. - Modena : Planet Manga, 2010. 1 v. : in gran parte ill. ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/E200100408875
E200100408877,"Pluto. 7 : Urasawa x Tezuka / Naoki Urasawa, Osamu Tezuka ; coautore Takashi Nagasaki","Urasawa, Naoki",Planet Manga,Planet Manga,2010,,Monografia moderna,1,FT|741.595|2|PLU,bc56629,Ammesso al prestito,soggetto:Fumetti,"Urasawa, Naoki. Pluto. 7 : Urasawa x Tezuka / Naoki Urasawa, Osamu Tezuka ; coautore Takashi Nagasaki. - Modena : Planet Manga, 2010. 1 v. : in gran parte ill. ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/E200100408877
E200100408883,"Pluto. 8 : Urasawa x Tezuka / Naoki Urasawa, Osamu Tezuka ; coautore Takashi Nagasaki","Urasawa, Naoki",Planet Manga,Planet Manga,2010,,Monografia moderna,1,FT|741.595|2|PLU,bc56889,Ammesso al prestito,soggetto:Fumetti,"Urasawa, Naoki. Pluto. 8 : Urasawa x Tezuka / Naoki Urasawa, Osamu Tezuka ; coautore Takashi Nagasaki. - Modena : Planet Manga, 2010. 1 v. : in gran parte ill. ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/E200100408883
TFQ1THO09017987,Poema a fumetti / Dino Buzzati,"Buzzati, Dino",Mondadori,Mondadori,1969,,Monografia moderna,1,MAG|7145,1475,Ammesso al prestito,dewey:741.5,"Buzzati, Dino. Poema a fumetti / Dino Buzzati. - [Milano] : Mondadori, 1969. 222 p. : ill. ; 25 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/TFQ1THO09017987
SES00062055,Pogo / Walt Kelly,,,,2004,,Monografia moderna,1,F|CLA|51,bp31123,Ammesso al prestito,soggetto:Fumetti,"Pogo / Walt Kelly. - [S.l.] : La Repubblica, c2004. 271 p.. ( I * Classici del fumetto di Repubblica )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00062055
SES00062078,"Poker di sangue / Gianluigi Bonelli, Aurelio Galleppini","Bonelli, Sergio <1932-2011>",,,2009,,Monografia moderna,1,F|TEX|142,bp49249,Ammesso al prestito,soggetto:Fumetti,"Bonelli, Sergio <1932-2011>. Poker di sangue / Gianluigi Bonelli, Aurelio Galleppini. - Roma : Gruppo Editoriale L'Espresso, c2009. 302 p. : ill.. ( I fumetti di Repubblica. L'Espresso , Tex : collezione storica a colori )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00062078
PAR1204354,Polina / Bastien Vivès,"Vivès, Bastien",Black Velvet,Black Velvet,2011,,Monografia moderna,1,F|VIV,bp69484,Ammesso al prestito,dewey:741.5,"Vivès, Bastien. Polina / Bastien Vivès. - Firenze : Black Velvet, 2011. 202 p. : fumetti ; 24 cm. ( That's life )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/PAR1204354
SES00062249,Pollicino.,,Fatatrac,Fatatrac,1985,Letteratura per Ragazzi,Monografia moderna,1,84/3113,bp4396,Ammesso al prestito,dewey:741.5,"Pollicino.. - Firenze : Fatatrac, 1985. 20c.. ( Carte in tavola [Fatatrac] )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00062249
SES00062255,Pollo alle prugne / Marjane Satrapi,"Satrapi, Marjane",,,2005,,Monografia moderna,1,F|SAT,bc49259,Ammesso al prestito,soggetto:Fumetti,"Satrapi, Marjane. Pollo alle prugne / Marjane Satrapi. - Milano : Sperling & Kupfer, c2005. - 2. ed. 81 p. : ill.. ( Diritti & rovesci )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00062255
MOD1768560,"Polly / Fabrice Melquiot, Isabelle Pralong ; traduzione italiana di Marta Capesciotti e Sarah Di Nella","Melquiot, Fabrice",,,2023,Letteratura per Ragazzi,Monografia moderna,1,F|JUN|MEL,bp88876,Ammesso al prestito,soggetto:Fumetti,"Melquiot, Fabrice. Polly / Fabrice Melquiot, Isabelle Pralong ; traduzione italiana di Marta Capesciotti e Sarah Di Nella. - Cagli : Settenove, ©2023. 1 volume (senza paginazione) : fumetti ; 24 cm. ( Narrativa e graphic novel )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/MOD1768560
SES00062609,Portami via / Nate Powell ; traduzione di Isabella Zani,"Powell, Nate",,,2009,,Monografia moderna,2,F|POW; MAG|5954,bc55866; bc57798,Ammesso al prestito,soggetto:Fumetti,"Powell, Nate. Portami via / Nate Powell ; traduzione di Isabella Zani. - Milano : Lizard ; Rizzoli, 2009. [220] p. : in gran parte ill..",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00062609
SES00063119,Present from Lemon 1 : E'nata una stella / Masakazu Katsura,"Katsura, Masakazu",Star comics,Star Comics,1996,,Monografia moderna,1,FT|741.595|2|PRE|1,bc51045,Ammesso al prestito,soggetto:Fumetti,"Katsura, Masakazu. Present from Lemon 1 : E'nata una stella / Masakazu Katsura. - Perugia : Star comics, 1996. 108 p. : in gran parte ill.. ( Storie di Kappa )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00063119
SES00063120,Present from Lemon 2 : La sfida / Masakazu Katsura,"Katsura, Masakazu",Star comics,Star Comics,1996,,Monografia moderna,1,FT|741.595|2|PRE|2,bc51046,Ammesso al prestito,soggetto:Fumetti,"Katsura, Masakazu. Present from Lemon 2 : La sfida / Masakazu Katsura. - Perugia : Star comics, 1996. 89 p. : in gran parte ill.. ( Storie di Kappa )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00063120
SES00063121,Present from Lemon 3 : Scandalo! / Masakazu Katsura,"Katsura, Masakazu",Star comics,Star Comics,1996,,Monografia moderna,1,FT|741.595|2|PRE|3,bc51047,Ammesso al prestito,soggetto:Fumetti,"Katsura, Masakazu. Present from Lemon 3 : Scandalo! / Masakazu Katsura. - Perugia : Star comics, 1996. 108 p. : in gran parte ill.. ( Storie di Kappa )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00063121
SES00063122,Present from Lemon 4 : L'incidente / Masakazu Katsura,"Katsura, Masakazu",Star comics,Star Comics,1996,,Monografia moderna,1,FT|741.595|2|PRE|4,bc51048,Ammesso al prestito,soggetto:Fumetti,"Katsura, Masakazu. Present from Lemon 4 : L'incidente / Masakazu Katsura. - Perugia : Star comics, 1996. 103 p. : in gran parte ill.. ( Storie di Kappa )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00063122
SES00063248,Prigione mortale ; L'ultima ora / Angela e Luciana Giussani,"Giussani, Angela",,,2008,,Monografia moderna,1,F|DIA|32,bp45240,Ammesso al prestito,soggetto:Fumetti,"Giussani, Angela. Prigione mortale ; L'ultima ora / Angela e Luciana Giussani. - Milano : La Gazzetta dello Sport, c2008. 254 p. : ill.. ( Diabolik )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00063248
SES00063265,Prigionieri ; Sfida alla morte / Angela e Luciana Giussani,"Giussani, Angela",,,2009,,Monografia moderna,1,F|DIA|45,bp46048,Ammesso al prestito,soggetto:Fumetti,"Giussani, Angela. Prigionieri ; Sfida alla morte / Angela e Luciana Giussani. - Milano : La Gazzetta dello Sport, c2009. 254 p. : ill.. ( Diabolik )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00063265
